title,balance,category,price
Haasawaa Afaan Oromoofi Ingilizii,0,Research,545
Fundamental Aspects of Translation - Shastri,5,MGT,1125
Gaachana Karmaa,0,Research,1430
YeSpanish Quwanquwa Memaria,0,MGT,890
Amharic for Visitors,0,MAT,1690
Qalbii,8,MAT,2710
Yegiez Quwanqa Megbia Kifil 1,0,MGT,1430
Quwanquwa Yeman New?,0,MGT,2705
Afaan Oromoo G1 Nursery,0,Technology,2385
Afaan Oromoo G 2 LKG,0,ENI,1485
Afaan Oromoo G3 UKG,0,COM,1275
Areebigna Nigigir Memaria,0,MAT,890
Ways and Principles of Developing New Words and Rechnical Vocabulary,185,MAT,1485
Moran Etho Lexicon of Geez,11,CHE,2100
Afan Oromo A Guide ...,0,MGT,1050
Effective Public Relations & Media Strategy -2nd Reddi,0,MGT,1350
The Essential Guide to Amharic The National Language of Ethiopia,0,MGT,1830
Meserete Lisan Zgiez,0,FIC,200
The Essential Guide to Tigrinya,0,FIC,30
Quwanquwana Bihertegnenet,11,HIS,130
Grand Spoken English-Yengilizigna Nigigir Mmaria,0,HIS,25
Yquwanquwa Atqaqme BEthiopia,0,PHY,245
Tooppi Afaan Oromoo K 5-8,0,PHY,1870
Electrical Machines and Transformers - Hailu Assefa,10,AUT,125
Tooppii Afaan Oromoo K 1-4,13,ORM,30
Kurraaz Afaan Oromoo K1,0,POE,10
Kurraaz Afaan Oromoo K2,5,CHI,34
Kurraaz Afaan Oromoo K3,16,CHI,30
"Lisanate Sem Giez,Tigrigna, Amaregna...",0,AGR,599.95
Ygiez Tinat,0,DIC,450
Lisanate Seem,0,DIC,124
Sile Giez Tsihuf Ytsebesbu Andand Mastawshawoch,0,DIC,695
Natural Language Processing _A Paninian Perspective - Bharati,30,DIC,525
A Course in Linguistics - 2E - Prasad,24,DIC,200
"An Introduction to Linguistics - Language, Grammar and Semantics -2nd Syal/Jindal",8,Atlas,216
A Linguistics Workbook - 6E - Farmer/Demers,27,DIC,208
Linguistics An Inroduction to Language & Communication - 6th Akmajian/Demers/..,3,DIC,324
Galmee Jechootaa Afaan Oromoo -,0,ENG,337.5
Yegieze Qine Mengedoch Q.1,0,DIC,215
Giorgis Welde Amide Geizina Amaregna -AELC-AAU,0,POE,40
Extreme Afaan Oromoo K 5-8 -Taakkalaa Laggasaatiin,116,SOC,150
Hedase Geez Qedamawi - Tegbaru Adane (MA),19,FIC,203
Afaan Oromoo Oolmaa Daaimmanii Kitaaba Tokkoffaa,0,COM,1575
Afaan Oromoo Oolmaa Daaimmanii Kitaaba Lammaffaa,0,GEN,36
Afaan Oromoo Oolmaa Daaimmanii Kitaaba Sadaffaa,0,CHI,25.3
FUNDAMENTALS ASPECTS OF TRANSLATION - SHASTRI,0,MAT,775
LINGUISTICS: AN INTRODUCTION TO LANGUAGE & COMM. 7/E - AKMAJIAN et al.,13,Chart,12
Wenber 11gna Menfeq,0,Chart,35
Meseretawi Yewirs Heg BeEthiopia,0,ENG,25
Meseretwi Ywelena Wekelena Hig BeEthiopia,0,Atlas,390
YeEthiopia Tebeqoch Yeheg Metsehaf Vol4 No.2,0,BUS,60
Yemasreja Heg Meseret Hasaboch,0,EDU,1785
YeEthiopia YeGebre (Tax) Hige Denboch Baheriyat Merhochena....,0,SOI,30
The Constitution of the Federal Democratic Republic of Ethiopia,1,CHI,30
The Crime problem And Its Correction Volume 2,0,ACC,50
Criminal Procedure Code of 1961,10,ENG,70
Commercial Code of 1960,0,PHY,52
Introduction To Constitutional Low Vol.1,0,SSC,57
Civil Procedure Code 1965,10,MGT,425
Sera Fetera Tiqaqen Anesetgna...,0,MGT,885
Yewenjel Meremrana Sen Sereaat Maberariya,0,Chart,5
State Change & Continuity in Ethiopia,0,PSY,25
Wenber 12gna,0,AGR,420
Yemusina Wenjelina Ykirikir SineSirat,0,SOC,135
The Revised Family Code Proclamation of 2000,43,EDU,1185
Code of Civil Procedure,14,PHL,50
Corporate & Compesation Laws,1,PSY,30
"Corporate Governance: Codes, Systems, Standards and Practices",35,DIC,202
Corporate Governance - 3rd Edition - Prasad,5,PHY,675
"Corporate Governance,Ethics & Social Responsibility",9,CHE,240
Cyber Laws and IT Protection,16,CHE,438
E-Governance Concepts & Case Studies,7,SPO,14.2
Environmental Law and Policy - Venkat,14,SPO,18.5
Environmental Law with CD,0,SPO,14.6
Fundamental Rights and Their Enforcement -Raj Rai,14,PHY,34
Governance an Poverty Reduction Beyond the Cage of Best Practics - Singh/Kapoor/Bhattacharyya,11,PHY,57
Labour & Industrial Laws,10,PHY,1150
YeEthiopia Nibret Hig Meseret Hasaboch,0,PHY,19.5
Media Law and Ethics,61,PHY,36.4
test,0,PHY,34.8
Yewenjelegna Meqecha Hig Sine Siraat 1954 A.M,10,PHY,65
Yefithabeher Hig 1952 A.M,10,PHY,26
Yefithabeher Sine Sireat Hig 1958 am,17,PHY,45
Yeteshashalew Yebeteseb Hig 1992,149,PHY,44.5
Promoting Democracy & Good Governance,0,DIC,70
Sera Ata Khoneso,0,MUS,48
The Criminal Code of The FDRE,10,mis,1275
Yewenjel Hig 1997AM,11,ENI,825
Civil Code of the Empire of Ethiopia,10,AGR,1650
Yeniged Hig 2013am,11,AGR,410
Seerri Dhaalaa Maal Jedha?,0,AGR,1250
AAU Student Law Review Vol. 1 No.1,0,AGR,890
AAU Student Law Review Vol.1 No.2,0,AGR,250
AAU Student Law Review Vol.2 No.1,0,AGR,560
AAU Student :aw Review Vol.3 No.1,0,CHI,30
AAU Student Law Review Vol.4,0,BIO,39
Journal of Ethiopian Law Vol.23 No.1,0,BIO,30
Journal of Ethiopian Law Vol.23 No.2,0,BIO,36
Journal of Ethiopian Law Vol.24 No.1,0,BIO,36
Journal of Ethiopian Law Vol.24 No. 2,0,PHY,34
Journal of Ethiopian Law Vol.25 No.1,0,POL,78
Journal of Ethiopian Law Vol.25 No.2,0,DIC,15
Journal of Ethiopian Law Vol.26 No.1,0,DIC,22
Ethiopian Business Law Vl.4,0,CHI,60
Ethiopian Business Law Vol.6,0,POL,1410
Ethiopian Human Rights Law Vol.4,0,map,120
Ethiopian Civil Procedure,0,POL,1540
Commentary on Contracts in Ethiopia,0,SOC,80
The Law of Physical Persons,0,POL,199
Yewenjel Hig Meseretawi Merhowoch,0,MAT,35
An Introduction to Ethiopian Penal Law,0,AGR,1300
The Cassation Question in Ethiopia,0,BIG,84
Ethiopian Constitutional Law Series Vol.Vl,0,ENG,750
Aneqest 39 Yeras Edel Berase Mewesen,0,ENI,975
Tiru Mench Lesenay Migbar,0,BIO,165
Yeethiopia Yewil Hig Meserete Hasaboch,0,BIO,124
Concise Law Dictionary,0,BIO,179
Eyetelewete Yemetaw Yegabicha Hig y...,0,CHE,179
YeEthiopia Yekubaniya Hig,0,CHE,158
Hulun Aqef Yehig Metsehaf,0,CHE,98
Yirga BeEthiopia Hig,0,ENI,710
YeEnsurance Kubaniya Hig,0,DIC,248
Corporations & Alternative Busin. Vehicles,0,ENG,95
Contracts,0,ENG,148
Sales,0,MAT,145
International Business Law,0,DIC,130
Legal Research,0,GEO,86
Property,0,MAT,225
Yeethiopia Yebeteseb Higoche,0,MAT,179
Law Of Copyright - Das J k,35,MAT,120
Ywenjel Higna Ykirkir Sine-Sirat Mabraria,0,PHY,225
Ywenjel Higna Yekirikir Sineserat Mabraria (Beliha-Libeliha ) - Eskeadmas Tsehayu,9,PHY,128
YEthiopia Insurance Hig Mrehoena Ategebaber,0,PHY,168
Yttqalle Yfederal Teqlay Fird Bet Seber Chilot.....Kqits 1-13,0,ENI,975
Aserina Serategna Hig - Abreham Yohannis,1327,ENI,1785
Hig Qeldina Qumneger,0,ENI,1650
Ethiopian Constitutional Law Past & Present,2066,SOC,90
Ygichit Afetatina Ayayaz Tibeb,0,ENG,870
Freedom of Religion in Ethiopia: content Scope ... Vol.5,0,ENG,1820
Human Rights and Legal Pluralism in Ethiopia Vol.7,0,ENG,2120
The Nexus between Human Rights & Development: Implications for Ethiopia Vol.8,0,ENG,38
Yethiopia Ybank ena Ymitelalefu Ynigd Senedoch Hig,0,ENG,80
Yteteqalele Yfederal Tqlay Fird Bet Semi Chilot ...(kqits 1-21),0,ENG,45
Hige Mengist Midiyana Gazetgninet,14,ENG,60
Ygilgil Dagninet BEthiopia,18,ENG,120
Hitsanat Bhig Mnetsir,0,mis,825
Federalism Bethiopia Ewnetawena Aqtachaw,21,PHY,885
Ywiloch Atsatsa ena Ameseraret Meseretawi Merhowoch,0,ENG,50
BUsiness Law -- Mohana Rao,0,SSC,60
Human Rights Law & Practice -Das,0,PHY,33
Intellectual Property Rights - Pandey/Dharni,49,ENI,675
Laws for Business - 5E - Sulphey/Basheer,44,ENG,42
Charter of The United Nations & The Statute of International Court of Justice --Sharma,0,CHI,60
Public Policymaking in A Democratic Society -2nd Gerston,39,ENI,292
"Making,State-Building & Issues of Legitimacy in Ethiopia Vol.8",0,ECO,107
The Ethiopian Tax System: Some Contemporary Issues & Problem V.6---Taddese Lewncho(PHD),0,Marketing,490
"Economic, Social and Cultural Rights in Ethiopia - Getachew/Yonas/Muradu",1,MGT,575
Clinical Legal Education in Ethiopian Law Schools -Tewodros M,1,PHY,925
Yfird Betoch Yfitihabeher Ydagninet Siltan,0,PHY,530
Hige Mengist bEthiopia Kfitiha Negest Esk Efidri,0,ACC,1112
Yfederal Ygebi Gibir Awaj -2008,4,ACC,100
Yfederal Ytax Astedader Awaje -2008,6,ECO,95
Federal Income Tax Proclamation 2016,7,ENG,75
Federal Tax Administration Proclamation 2016,4,ENI,1525
Yhagereseb Yastedader Yhig Yfitih Siratoch Bethiopia -Abdulfetah Abdella,0,Technology,1275
Ethnic Federalism -David Turton,33,GEO,593
An Introduction To Business Law -Aron Degol/Eyob Amedie,43,MGT,675
Yethiopia Ytaxes Hig Sirat -Yohannes Aygfu,0,MGT,1620
Yteteqallu Yfederal Teqelay Fird Bet Seber Semi Chilot Asgedaj Yhig Tirgumoch(kqits1-23) --Melak Tilahun,0,MGT,995
Musina Befitih Bualtina Yastedader Niqizet -Taye Birhanu(Dr.),4,ENI,575
YEthiopia Ywirse Hig Meserete Hasaboch - Kasse Melkamu,0,LAW,2000
A History of Islamic Law - N.J.Coulson,1,PHY,1050
"Charlesworths Company Law -18th Ed. Stephen,Sandra,Alastair",1,PHY,531
"The Conflict of Law - 8th Ed. David,Veronica",1,PHY,100
Kerr on the Law of Fraud & Mistake - 7th Ed.,1,Statistics,60
Cases & Materials on Intellectual Property -5th William Cornish,1,Statistics,975
Commercial Law -8th Ed. Paul Dobson&Rob Stokes,1,Statistics,1575
Evidence Text & Material -2nd Ed. Steve Uglow,1,Statistics,1575
International Economic Law -3rd Asif H Qureshi & Andreas R Ziegler,1,MAT,1830
A Treatise on the Specific Performance of Contracts -6th Ed.,1,ENI,2175
Blacks Law Dictionary -8th Bryan A. Garner Editor In Chief,1,ENI,2175
"Principles of Modern Company Law -9th edition - Davies, et.al.",1,MGT,1050
The Law of Evidence -5th Ed. Dennis,0,ENI,1050
The Law & Practice of International Trade -12th Ed. Carole Murray,1,GEN,975
Brooms Legal Maxims -12th Ed.,1,MGT,0
Drafting Corporate & Commercial Agreements -2nd Ed. Rodney D.Ryder,1,MGT,1830
ADMINISTRATIVE LAW - JAYAKUMAR,16,MGT,1100
"BUSINESS LAW, 2/E - CHANDRA BOSE",5,IND,2985
CORPORATE AND COMPENSATION LAWS - SETHI/BHATIA,3,MGT,1050
HUMAN RIGHTS LAW AND PRACTICE - DAS J K,25,Ethics,265
"TAXATION LAW AND PRACTICE, VOL I - BALACHANDARAN/THOTHADRI",4,ENG,2385
ENVIRONMENTAL LAW - SENGAR,5,ENG,54
A Handbook On The Criminal Code Of Ethiopia - Dejene Girma,34,ENG,54
Yefederal Teqlaye Fered Bet Seber Chelot Wusanewoch Qits-11,0,ENG,61
yefederal Teqlay Fered Bet Seber Chelot Wusanewoch Qits-16,0,ENG,61
Yemedia Amerar - Mesele G/Hiwot,8,ENG,65
YETHIOPIA YEKUBANIYA HIG - FEKADU PETROS,2313,MGT,120
Vital Litters,0,ACC,2085
Qorii Hambaa,0,MGT,2130
William Shekespeare The Tempest - edited by Bibhash,19,MGT,1405
Hamlet William Shakespeare - Sengupta,21,MGT,2130
How to Study Literature --Niazi/Gautam,0,MGT,350
The Merchant of Venice William Shakespeare - Singh,13,MGT,1060
William Shakespeare Julius Caesar - Mitra,17,LAW,150
Hisawi Tintena Bearatu Tarikawi Libweledochachin - Fantahun Engida,0,SOC,340
Map of Ethiopia -EMP,0,AGR,390
Yafrica Ypoletica Karta -EMP,10,LAW,375
Political Map of Africa -EMP,10,PSY,0
World Political Map -EMP,0,GEN,2130
Addis Ababa Tourist Map -EMP,12,PSY,1125
Tourist Map of Ethiopia -EMA,20,PSY,1350
Topography Map of Addis Ababa 1/4,0,PSY,350
Topography Map of Harar,0,PSY,890
Topography Map of Dire Dawa,0,MGT,500
Topography Map of Hawassa,0,ACC,475
Topography Map of Bahir Dar,0,ACC,635
Historical Buildings Timeline - Heritage Watch,53,GEN,2130
Historical Buildings AddisKetema Subcity,3,MGT,600
Historical Buildings Arada Subcity,3,AGR,1485
Historical Buildings Arada Woreda 01,5,AGR,340
Historical Buildings Gulele Subcity,2,HIS,60
Historical Buildings Gulele Woreda 02,3,POL,40
Historical Buildings Lideta Subcity,3,FIC,30
Historical Buildings Kirkose Subcity,2,POE,30
Historical Buildings Kirkose Woreda 08,2,ORM,35
Historical Buildings Yeka Subcity,5,ORM,20
Historical Buildings Yeka Woreda 01 & 02,5,LAN,50
Gondar City Tourist Map,4,FIC,200
Tourist Map of Adama City,5,FIC,30
Neuromarketing A Peep into Customers Mind,0,ORM,30.4
"Relationship Marketing Concepts, Theories and Cases",54,ORM,21
Principle of Marketing -Jawadekar 5E,0,FIC,55.65
Marketing Research,0,CHI,22
International Marketing -- 4th Srinivasan,3,FIC,65
Customer Relationship Management A Strategic Approach to Marketing - Mukerjee,16,CHI,12
Customer Relationship Management Essentials -Gosney & Thomas,33,HIS,100
Industrial Marketing -2nd Phadtare,24,CHI,65
Electronic Customer Relationship Management - Jerry,25,chart,45
Principles of Marketing -Kapoor,20,AMH,25
Modern Marketing Principles and Practice - Bose,3,POL,25
Marketing Management Concepts Cases Challenges & Trends -2nd Govindarajan,13,cul,50
The Marketplace of Attention -Webster,14,POL,25
"Marketing Models - Lilien, et.al.",22,FIC,20
STRATEGIC MARKETING: MAKING DECISIONS FOR STR. 2/E -SAHAF,10,FIC,48.5
Test01,0,FIC,85
Essential Mathematics G9-10,11,POL,170
Basic Mathematics G 4-6,0,CHI,250
Solar Mathematics G 5-8,0,ORM,16
Best Way Mathematics G 7-8,0,AUT,123
Mathematics A Systematic Approach G 7-8,0,CHI,24
Essential Mathematics G 7-8,0,FIC,68.5
Extreme Mathematics G 7-8,159,FIC,17
Mathematics A Systematic Approach G 9 - 10,13,GEN,45
Royal mathematics G9-10,0,ORM,70
Alpha Mathematics G9-10,102,LIT,30
Extreme Mathematics Gr 9-10,0,ORM,40
Alpha Mathematics G11-12,0,MGT,1585
Extreme Mathematics G11-12,0,GEN,1485
Contemporary Advanced Mathematics G9-10,0,AGR,260
Top Mathematics G9-10,0,MGT,750
Star Mathematics G-7-8,0,Statistics,815
Top Mathematics G7-8,0,PSY,22
Galaxy Mathematics G9-10,0,PHY,480
Mega Mathematics G9-10,0,PHY,1240
Royal Barnoota Herregaa,0,PHY,1275
Basic Mathematics G2,0,PHY,620
Fundamentals of Mathematics G7-8,103,PHY,1050
Basic Mathematics G3,0,ORM,25
Basic Mathematics G1,0,ORM,25
Galaxy Mathematics G7-8,0,ORM,45
An Introduction to Analytic Geometry,0,GEN,30
Hisab Merja Metshaf G3,46,CHI,75
Zemenawi Yehisab agaz G5-6,0,Chart,13
Hisab Merja Metsehaf G4,0,HIS,25
Adis Hisab Agaz G1-3,0,GEN,20
Meseretawi Yehisab Memaria G3-4,0,CHI,53
Hisab Merja Metshat G5-6,121,chart,17
Hisab Merja Metshaf G1-2,0,chart,15
Top Adisu Yehisab Agaz Metshaf G5-6,0,CHI,44
Royal Yehisab Timhirt Agaz G5-6,0,ORM,40
Modern Mathematics G11-12,0,LAN,15
Fundamentals of Calculus of One Variable,0,LAN,100
Mathematics For Upper Kindergarten Book 3,0,AMH,160
Everyday Mathematics G3,0,HIS,250
Everyday Mathematics G6,0,ENI,262
Everyday Mathematics G1,0,REL,80
Everyday Mathematics Pre-Kindergarten,0,FIC,45
Everyday Mathematics Preparatory,0,SOC,120
Best Way Mathematics G9-10,0,FIC,91.6
Modern Mathematics G7-8,0,HIS,50
Fundamentals of Discrete Mathematical Structures,35,FIC,150
Royal Mathematics G11-12,0,FIC,49
Advanced Mathematics G11-12 & TVET 1-5,0,REL,25
Fundamental Conception of Junior Mathematics G7-8,129,PSY,60.85
The New Guide To Modern Mathematics G7-8,0,PSY,55
Mathematics for Lower Kindergarten Book 2,0,PSY,50.65
Everyday Mathematics G4,0,PSY,60.8
New Preparatory Marhematics Outline G11-12,0,PSY,49.99
Mathematics For Nursery Book 1,0,HIS,60
Everyday mathematics G2,0,SOC,60
Hisab Leatsede Hetsanat Metsehaf 1,0,HIS,185
New Mathematics outline of Algebra And geometry,0,MAT,1830
Modern Mathematics G9-10,0,SOC,0
Galaxy Barnoota Herregaa K6,47,Research,525 
Galaxy Hisab Leatsede Hetsanat Metsehaf 1,0,SOC,100
Galaxy Hisab Leatsede Hitsanat Metsehaf 2,0,POL,200
Galaxy Hisab Leatsede Hetsanat Metsehaf 3,0,POE,20
Galaxy Hisab G1,0,Marketing,1275
Galaxy Hisab G2,0,FIC,85
Galaxy Hisab G4,10,ENV,585
Herregaa Kutaa 5-8,0,ENV,975
The new Systematic Book Series Herrega K7-8,0,ENI,1840
Herrega Ammayyaa K7-8,0,FIC,70
The new Systematic Book Series Herrega K3-4,127,AGR,520
Galaxy Barnoota Herregaa K1,0,Research,1050
Galaxy Hisab G5,0,Research,1185
Galaxy Hisab G6,2,Research,1410
Galaxy Barnoota Herregaa K2,60,Research,1410
Galaxy Barnoota Herregaa K3,41,Research,120
Popularizing Mathematics A Must Read Book For All Levels V1,10,Research,960
Fundamental Concepts of Algebra,0,Research,170
Galaxy Barnoota Herregaa K4,7,Research,1410
Mathematics With Application in Management & Econ.,0,Research,96
Galaxy Hisab G 3,0,GEN,30
Galaxy Barnoota Herregaa Kitaaba 2ffaa,10,POL,1080
Royal Barnoota Herregaa k5-8,0,BIG,60
Addisu Hisab Agaze Mesehafe 5-6,0,PHY,20
Kitaaba Herreegaa Issenshaal K7-8,0,BIO,65
Zemenawi Yehisab Agazj G5-6 New(2006),0,BUS,60.99
Extreme Herrega K 7-8,0,POE,30
Mathematics With kit G11-12,0,POL,50
Advanced Discrete Mathematics - Rajput,12,MGT,1650
Discrete Mathematics,0,MAT,52
Discrete Mathematics & Graph Theory -3rd Baswal,19,CHI,30
Seelawi Yhisab Memaria (Kifil 2),0,PSY,130
Group Theory and Its Applications in Chemistry - Kunju/Krishnan,7,HIS,50
"Logic: Informals,Symbolic & Inductive",0,ORM,56
Galaxy Barnoota Herregaa K5,40,BIO,50
The New Systematic Book Series Herrega K 5-6,0,PHY,64
Textbook of Tensor Calculus and Differential Geometry,17,PHY,50
Textbook of Matrix Algebra - 3E - Biswas,7,GEO,44
Applied College Algebra & Trigonometry,0,MAT,46
Galaxy Mathematics G11-12 VI,0,MAT,60
Galaxy Mathematic G11-12 VII,0,CHE,50
Mathematics Text G11,0,BIO,78
Mathematics Text G12,0,BIO,60
Mathematics Text G 9,0,BIO,60
A Hand Book of Applied Mathematics-III,0,CHE,74
A Hand Book Of Applied Mathematics-I,0,CHE,56
A Hand Book Of Applied Mathematics-II,0,CHE,64
Comet Mathematics G 7-8,25,CIV,94
Comet Mathematics G9-10,15,ENG,50
Comet Mathematics G11-12 V.I.,0,ENG,68
Comet Mathematics G11-12 V.II.,0,GEO,64
Basic Mathematics for Business and Social Sciences,7,GEO,60
Herreega Oolmaa Daaimmani G1 Nursery,0,HIS,68
Herreega Oolmaa Daaimmani G 2 LKG,0,HIS,64
Herrega Oolmaa Daaimmanii G3 UKG,0,SUB,60
Bahire Qemer Yehisab Melmeja Q.1,0,CIV,40
Bahire Qemer 2tegna Yeahaz Yebahir Qemer Qutir Medbl,0,MAT,78
Sewasew Qemer Yehisab Qutir Q.3,0,MAT,110
Essetial Hisab G5-6,0,MAT,104
Kuraz Hisab Leatsede Hitsanat,0,PHY,82
Kuraz Hisab Lekefitegna Atsede Hitsanat,0,PHY,56
Kuraz Hisab G1,0,PHY,68
Kuraz Mathematics G7-8,0,SCI,44
Galaxy Barnoota Herregaa K7-8,145,SCI,40
Roba Yehisab Timihirt G5-6,5,SSC,50
Zemenawi Yehisab Metsehaf Metsehaf 2 G1-4,0,CIV,60
Kuraz Hisab G3,0,CIV,94
Royal Mathematics G 7-8,48,MAT,40
Kuraz Hisab G4,0,MAT,40
Kuraz Hisab G2,1,CIV,50
Hisab yemelmeja Metsehaf lejemariwch Dereja 1,0,FIC,50
hisab Yemelmeja metsehaf Lejemariwch Derja 2,0,GEN,110
Hisab Yemelmeja Metsehaf Lejemariwch Dereja 3,0,SCI,25
Hisab Yemelmeja Metsehaf lejemariwch Derja 4,0,SCI,30
Hisab yemelemeja metsehaf Lejemariwch Dereja 5,0,SCI,20
Hisab Yemelemeja Metsehaf Lejemariwch Dereja 6,0,DIC,60
Essentials hisab G5-6,0,DIC,60
Royal Yehisa Agaz G3-4,0,ACC,50
Mathematics Text G7,0,LAW,375
Mathematics Text G5,0,GEN,120
Mathematics Text G6,0,ORM,35.5
Mathematics Text G8,0,HIS,140
Siket Meseretawi Yehisab Timihirt Agaz G1-2,0,FIC,55.75
Top Maths G11-12,0,FIC,16
Hisab Lejemariwoch,0,POE,35
Siket Meseretawi Yehisab Timihirt Agaz G3-4,0,GEN,60
Siket Meseretawi Yehisab Timihirt Agaz G5-6,0,CHI,50
Solar Mathematics G9-10,4,CHI,15
A Concise Introduction to Logic,0,CHI,250
Key The New Mathematics G 9-10,0,FIC,20
Mathematics A Systematic Approach Part I,0,GEN,155.5
Mathematics A Systematic Aproach Part II,4,GEN,101.4
Hohete Mathematics G 11-12,0,AMH,35
Kuraz Mathematics G 9-10,0,POE,27
Modern Mathematics Book-3 G 5-8,0,FIC,110
Top Adisu Hisabe Agaz Metsehafe G 4-6,0,ECO,50
Top Adisu Hisab Agaz Metsehaf G1-4,0,POE,15
Abstract Algebra - 3E - Chatterjee,3,GEN,52.2
Advanced Algebra - Pal,7,AGR,290
An Introduction to Linear Algebra - Alka Marwaha,6,AGR,550
Complex Variables and Special Functions - Patra,16,PSY,28
Complex Variables Theory and Applications -2E - Kasana,3,DIC,40
Differential Equations & Their Applications - 2nd -Zafar Ahsan,3,MAT,10
Discrete Mathematics & Graph Theory,0,CIV,100
Graph Theory-Singh,23,LAW,40
Introduction To Theory Of Ordinary Differetial Equation - Dharmaiah,37,POE,16
Linear Algebra A Geometric Approach - Kumaresan,31,CHI,16
"Matlab Programming - Singh, Chaudhuri",47,MGT,25.35
Ordinary and Partial Differential Equations Theory and Applications - 2E - Shah,1,PSY,60
Partial Differential Equations-Bhamra,0,FIC,71
Real Analysis - 2E - Chatterjee,23,POL,200
Textbook Of Differential Calculus - 2E - Akhtar/Ahsan,16,POL,49.9
Extreme Mathematics G5-8,56,GEN,100
University Mathematics I,31,HIS,102
Key Mathematics G11-12,0,HIS,65
Top Adisu Yhisab Agaz Mestehaf G3-4,0,GEN,69
Key Mathematics G 9-10,0,REL,35
Essential Hisab G3-4,0,REL,260
Essential Hisab G1-2,0,FIC,150
Comet Mathematics Grade 11-12 VI &VII,0,ORM,65
University Mathematics II,55,AMH,200
Top Mthematics G5-6,0,CHI,22
The New Systematic Herrega K1-2,0,FIC,20
Teamire Hisab,0,LAW,60
Extreme Herrega Kutaa 1-4,0,FIC,100
Extreme Hisab Grade 1-2,0,LAW,55
Comet Hisab G5-6,0,CHI,250
Comet Hisab G1-2,0,GEN,112
Comet Hisab G3-4,0,GEN,130
Comet Hisab Latsede Hitsanat,18,POE,80
Tooppi Herrega K 1-4,0,PSY,200
Calculus Vol.1 -Apostol,0,STO,20
Galaxy University Engineering Mathematics - I,15,POE,14
Tooppi Herrega K5-6,0,SOC,135
Top Mathematics G5-8,0,CHI,60
Galaxy Mathematics for Kindergarten Book 1 - Nursery Maths,30,FIC,35
Galaxy Mathematics for Lower KG,0,FIC,140
Galaxy Mathematics for Upper KG,0,MAT,59
Tooppii Herrega Kutaa 7-8,0,FIC,165
Komeetii Herrega 1-2,73,ENI,353
Top Mathematics G1-3,0,HIS,35
Kurraaz Herreega K4,0,FIC,260
Kurraaz Herreega K 3,2,CHI,52
Top Adisu Hisab Agaz Metsehaf G1-3,0,SOC,120
Worldwide Mathematics G7-8,3,CHI,30
Advanced Calculus - Prasad,18,REL,88
Introduction to Fuzzy Logic - Shinghal,30,REL,45.69
Advanced Engineering Mathematics - Sastry,5,POE,20
A First Course in Numerical Methods - Ascher/Greif,35,FIC,15
Calculus Based on Latest CBCS Pattern -Khattar/Gu,0,Chart,17
Matrix and Linear Algebra Aided with MATLAB - 3E - Datta,11,HEL,45
Matlab Essentials For Problem Solving - Khanna et al,49,CHI,60
MATLAB Easy Way of Learning -Kumar/SVB,28,FIC,85.85
Worldwide Mathematics G9-10,0,POL,61
Power Mathematics G 9-10 - Zenebe Deneke/Kinfegabrail,33,HIS,20
Tooppii Herrgaa Kutaa 5-8,0,BIG,270
Introduction to Fuzzy Sets and Fuzzy Logic - Ganesh,28,CHI,15
Power Mathematics Grade 7-8,0,FIC,31
Power English Grade 11-12,0,POE,30
Aimiro Mathematics G9-10,0,GEN,250
Aimiro Mathematics G11-12,0,GEN,120
Ordinary & Partial Differential Equations theory & application,14,CHI,50
Extreme Hisab G1-4,0,CHI,50
Kurraaz Herreega Kutaa 7-8,0,ENI,890
Yhisab Timihirt Agazh K2 -Nugusse Deribe,0,ORM,35
Power Mathematics G11-12 -Kinfegabrail Dessalegne,0,ORM,50
Galaxy University Mathematical Foundation -Tilahun/Semu/Berhanu,16,ORM,30
Hisaben Kememihir Zenebe Deneqe Gar Metshaf 1,0,MAT,35
Hisaben Kememeher Zenebe Deneqe Gar Metsehaf 2,0,MAT,44
Top Mathematics G 5-6,0,MAT,51
Top Mathematics G1-4,0,BUS,110
DVD Mathematics G7 /e-fanos,0,PSY,61
DVD Mathematics G8 /e-fanos,0,FIC,45.6
Mathematics for G 5 and 6,0,LAN,100
Advanced Mathematics for First Year Natural Science Students -Mesaye Demessie,16,HEL,50
Galaxy Mathematics For Business -Zena Sahlemariam...,17,REL,90
CLOUD COMPUTING FOR SCIENCE AND ENGINEERING - FOSTER/GANNON,5,CHI,29.99
"DISCRETE MATHEMATICS AND GRAPH THEORY, 4/E (DGP) - BISWAL",10,CHI,33
"FUNCTIONAL ANALYSIS: A FIRST COURSE, 2/E - NAIR",9,PSY,91.2
OPERATIONS RESEARCH -SHAH/GOR/SONI,1,,100
OPERATIONS RESEARCH - TIWARI & SHANDILYA,#REF!,ENG,32
