title,balance,category,price
Ydire Gtse Tiqoma,0,GEN,55
Demegnoch,0,FIC,80
Yzemen Kistet --Meles Zenawina Adisitu Ethiopia,0,Technology,600
Habesha Man new?,42,GEN,1325
Innovative Media & Communication Strategy for Development-Ethiopian Experience,0,AGR,600
Quteba,0,chart,13
"Comprehensive Analysis of Vegetation & Ecological Data-Base,Concepts & Method",3,FIC,50.65
Bakery & Confictionery,0,BUS,169
LEthiopia Min Ayent Yetemihirt Serat ena Yager Mirit Ewqet? - Genene Bizuneh,27,Architecture,180
Yehelen Stiner Rice Tselotna Gitim,27,LAW,65
Girum Yalemachin Mirt Tarikoch,0,FIC,16
Ydabo Ykek ena Kalkol Neta Metetoch Azegejajet,1,GEN,150
Yewqet Mahder Q.1,0,GEN,150
Ywqet Mahder Q.2,0,HIS,190
Yewqet Mahder Q.3,0,CHI,30
Enqilf Lmine,0,FIC,40
Befetenana Bteret Yetageb Seket,0,ACC,1540
Yqnoch Mecheresha,0,MGT,1375
Qubee Afaan oromoo jechaan Fii Fakkiin,0,mis,520
Gondern Felega YeGuzo Mastawesha,13,mis,675
Archaeology English-Amharic Dictionary,0,mis,495
Ymastaweqiya mseretawi Merhowoch k.2,0,mis,1410
Hadiyy Heessechchaa Kobillishsha,15,MGT,625
Arat Beand,64,MGT,375
Yogaden Dimetoch,0,ECO,295
Ymikrayu Amatena Leloch,0,ECO,1430
Yalarfu Nfsoch,7,ECO,630
Biruh Zega Manets,3,ECO,1825
Birana Tegbarawi Yfidel Memaria,23,ECO,1090
Efugnit,34,MGT,1350
Brana Tegbawi Yahaz Mmariya,34,ENI,150
Eneho Jegna -Sibhat G/Egziabiher,0,MGT,1485
Ruchana Enqilf -Mekonnen Areda,49,MGT,1125
Ymidiana Yhizb Ginugninet Tsihufoch Meseretawi Merhowochna Esabewoch,11,mis,1210
YeTarik Negarit /YeFiker Hiywot - Ayalew Asfaw Shibeshi,7,MGT,1185
Nigus Zerea Yaqob,0,MGT,1705
Mihuru,0,MGT,1705
Spard Yashkerkariwoch Memaria,0,MGT,750
Zikre Bealat,0,MGT,400
Ygojo Dirijit,0,ENI,1125
Ligen Endet Lasadig,0,AGR,55.85
Ydabo Ykek ena Kalikol Netsa Yhon Mtetoch Azgjajt,0,AGR,620
Ketemitun Ymosnate Sew,0,ENI,0
Bemuya Biqat Mizena Witetama Ymiyadreg...---Abinet Fulasa,0,Technology,675
Yserqo Aderoch Sibsib,0,SCI,445
Hulet Hager,37,map,200
Ethiopian Post 1991 Media Landscape: The Legal Perspective -Andargachew Tiruneh,3,CHI,30
Ager Yefeta Shifta -Atnaf Seged Yilma,7,CHI,30
Abatnet -Belayneh Asegu,13,CHI,30
Terz Lay -Bedilu Waqjira,3,MED,45.6
Teyaqiw Lij : Teyiq! Meteyeq Yadergihal Liq -Dr. Yihune Ayele,0,Marketing,825
Yeahunu Teweld Ena Wenzochachen - Kifeleyohanes Temere,19,Marketing,1785
Goh Sequde,0,Marketing,595
YeBuna Seni Tenbya /Mestrawi Medafe Kro,0,CHI,30
Adisu Yashkrekariwoch Memaria KB -Kibrom Tadesse,0,SOC,180
Haile Fida Ena Ygil Tezita -Dr. Amare Beyene,0,ENG,59.45
Tegbarawi YeMerinet Tibeb,20,HEL,70
Enkaselantiya,0,PSY,175
Areaya Yemashkerker Tibeb,0,ENI,790
Mechachal,0,SUB,55
Hulegeb Meker Sele Hasesa ena 441 Teqsoch,1,SUB,100
YA Tenagarew,0,SUB,90
A Smart Handbook Meeting & Discussion Legeslation,0,ENG,45.65
6tu Fana-Wegiwoch,0,ENG,50
Hulet Sost Melk,0,FIC,121.55
Yetemeretu Yeawuropawugayan Yemegeb Azegegagetget,0,MGT,1830
Laser Systems & Applications,18,MGT,770
"Lean and Agile Manufacturing Theoretical, Practical and Research Futurities - Devadasan et al.",8,MGT,1370
Mushrooms A Manual for Cultivation,18,ENI,2450
New Paradigms for Gender Inclusivity,7,COM,1540
"Product Design Creativity, Concepts and Usability - Kumar",17,ECO,1350
Quantitative Aptitude and Reasoning,10,MAT,60
Selamina Erq Tirgumina Mengedoch,64,MAT,150
Tadagiw Toregna A Long Way Gone --Tirgum Mulugeta Gebre,18,MAT,150
YEthiopia Ybahil Migibina Metet Azejajet---Shef Yonas/Kassu,0,MAT,150
Ylelewin Felasfa Filega -Diyaqon Daniel Kibret,10,ECO,2620
Mentnu Wetu Sebe Sew Mindn new?,3,MAT,60
Muslimu Min Yasebal? -Hassen Hathut(Dr.),37,MAT,25
Ybuna Qurs -Liqu Alemu Enguday,0,MAT,25
Ygetmgn Asiqign ena Asasabi Hunetoch -Tadesse Gessesse,20,MAT,25
Yselamina Erq Tirgumina Mengdoch --Prof. Hizkias assefa,0,MAT,37.1
Yotor -Alemayehu Demeke,2,MAT,35.8
Yewqet Maheder Q.4 -Dr.Keke,0,MAT,54.9
Sew Gibregebna Sine-Migbar Yzemenachin Qulef Gudayoch -Tena Dewo(Dr.)AAUPress,18,MAT,47.45
Amerarina Teteyaqinet - Alemu Amare,19,MAT,44
Yagnwak Teretoch -Bayleyegn Tasew,0,MAT,41
Wolayteto Lemisuwa -Ywelytegna Misalyawi -Getachew/Tsegaye,0,MAT,20
Esatina Wiha -Ermias Hussen,0,MAT,56
Besera Ytfetenech Hiwot -Sisay Mengiste(Dr.),0,MAT,475
Tegbabot ena Professional Gazetegninet - W/Amanual Gudiso,35,MAT,150
Ytelefaw Mebreqena Leloch... -Belayneh Asegu,20,chart,35
Born A Crime - Trevor Noah,0,MAT,1125
Communication Lebusinessena Leateqalay Hiwot - Sisay Asefe Tessema,5,Statistics,675
Yguzo Adwa Mastaweshaye -Ermias Mekonnen,18,EDU,2120
Ybahir Hailu Raswerk -Raswerk Mengesha,6,EDU,2120
Ymidiana Hizb Ginegnunet Aserar - Mekonnen Teka,21,ENI,300
Sebat Qutir -Mesfin Solomon Muhaba,59,GEN,16
Fithawi Ytej Kififil -Genene Mekuriya,0,ENI,790
Hassessa -Hiwot Teffera,0,ENI,1575
Yqosheshu Saqoch -Azerg,5,ENI,1275
Samogara Simoon Dereje,8,ENI,585
Malik Ambar -Tra. Kidane Mekasha,15,PHY,225
Awontawinet - Alemayehu Nigatu(Enginer),15,PHY,525
Ykayro Feresoch - Wagaye Legesse,20,ENI,550
sebategnaw Nugus -Tesfaye Ayele,25,PHY,2410
Belewtu Gudana Lay - Yteqlay Mnister Birru 2012,1,POL,300
Ytafagnu Mastawesha -Andargachew Tsige,5,PSY,650
Teqeter -Natnael Girma,20,POL,60
Ygizew Tikusat -Anilay Yeshiwas,19,REL,265
Ye Lmin Ashara -Adugna Hirpha,0,REL,215
Afewerq Gebre Eyesus - Namerud Zeray Yaqob,4,REL,250
Ytgnaw-hizb -Tessema Sebsibe,0,ORM,60
Sidetegnaw Shef -Anteneh Difabachew,39,ENG,45
Yserg Leta -Legesse Alemayehu,17,ENG,90
Elafi Mengedegna 2 - Yordanos Almaz,2,BIO,95
Shiferaw Befidelat Sieal -Wendiye Ali,18,BIO,90
Maldan Menafeq (C) -Mmhirt Etsegenet Kebede,18,ENG,130
Serten Enbeltseg YeSiga Doro Erbata - Fikru Woldeyes,52,CHE,60
Endet Lemin? Netsanet Zenebe,0,CHE,48
"FUNDAMENTALS OF LIFE INSURANCE: THEORIES & APPLI.,2E MISHRA",5,ENG,78
MAINTENANCE REPAIRS & REHABILITATION & MINOR WORKS of BUILDINGS -VARGHESE,8,DIC,650
PSYCHOLOGY OF LEARNING AND DEVELOPMENT MANGAL/MANGAL,0,DIC,127
"PUBLIC FINANCE, 3/E GHOSH/GHOSH",9,ENG,84
Muyawi Gazetegnenet - Tesfu Aletaseb,59,GEO,85
Wenjel-Nekna Asgerami Merejawoch - Mulugeta Dembel Bori,20,ECO,54
Merinet Menfesawinetena Lulawinet,39,BIO,75
Royal Gograpy G11-12,0,MAT,100
Mega Geography G9-10,0,PHY,145
Galaxy Geography G9-10,0,CHI,47
The New Systematics Book Series Geography G9-10,0,SSC,68
Royal Geography G9-10,0,ENG,45
Star Geography Guide G11-12,0,ENG,35
Royal Barnoota Hawaasaa K5-8,0,ENG,16
Natural Lakes of Ethiopia,74,ENG,18
A Textbook of Economic Geography of Ethiopia - Natural Resource-Population-Interaction Outcome,123,MAT,35
Top Geography G11-12,0,CHI,12.5
Geography Text G11,0,CHI,15
Geography Texrt G9,0,CHI,26
Geography Text G10,0,CHI,11.5
Geography Text G12,0,CHI,11.5
Comet Geography G 9-10,0,AMH,35
Extreme Geography G11-12,0,AMH,50
Extreme Geography G9-10,0,AMH,35
Top Geography G9-10,0,FIC,60
Ahigorat,0,POE,13.9
Explorations In Applied Geography-Dutt/Misra,0,POE,20
Key Geography G 9-10,0,CHI,40
Principles of Geographical Information Systems,0,FIC,27
Galaxy Geography G11-12,0,PSY,15
Comet Geography G11-12-Chuchu Ayalew,0,CHI,40
The Art & Science of Geography --Dikshit,0,REL,13
Geographical Thought -A Contextual History of Ideas 2nd Dikshit,25,CHI,50
Morphology of the Primates & Human Evolution -Srivastava,39,POL,45
Barnoota Saayinsii Hawaasa K 7-8 -Taassesee Seefuu,77,CHI,15
New Systematic Barnoota Saayinsii Hawaasa K7-8,0,CHI,40
Power Geography G9-10 -Chuchu Ayalew,15,POL,100
Tooppii hawassa K 5-8,1,FIC,71.5
Mega Geography G11-12 Based on New Curriculum,0,HIS,49
Yewegeb Hememena Zedewochu,0,CHI,28
Taamerawi Yemetashiya Hekemena,0,CHI,30
Zemenawi YeErgezenaena YeWelid Memeriya,0,FIC,60
Yetena Wastina,0,CHI,25
Hekemena,0,FIC,250
YeErgizena Mekelakeya Zedewoch,0,POE,35
Hitsanaten Beteley Yemiyateqa Beshetawoch,23,CHI,20
Leadam Tena,0,POE,25
Ergezena Ena 40wocho Samenetat,0,CHI,40
Masaj,5,FIC,40
Yelebena Kedeme Zewewere Gara Teyazenet,0,FIC,100
Kanser,35,POE,121.6
Letemuwala Tenenet Sebatu Tegbarat,0,FIC,58
Yeskwar Himem (The Essential Diabetes),13,POL,160
Yedem Aynetina ena Sibenachin,0,POL,68
Yefit Qoda,0,FIC,25
Wanaw Neger Tena,0,CHI,45
test,0,GEN,99.99
Yemigib Memerez Ena Leloch ...,45,REL,13
Sile Medehanit,0,HIS,152
Yetena Mistirawi Qulf,0,POE,15
Lij Bedilu Aydeg -Dr. Henok Zewdu,12,BUS,150
Sharing Costs Nothing,25,CHI,20
Tsidu Megib Letenachin,0,GEN,180
Amarach Ybet Wist Hikiminawoch Q2,0,DIC,110
Tefetroawi Yhonu Ywibet Metebeqiyawoch Azegejajet,0,CHI,12
Ltenawo Tefetroawi Mela,0,FIC,45
Amarach Ybet Wist Hikimenawoch Q1,0,FIC,115
Yhitsanat Sireate Migibina Ytena Atebabeq,0,AMH,60
Yayen Tenana Kibkabe,0,CHI,28.35
Mulu Tenan Filega,0,CHI,28.35
Ysiquwar Beshita Qulf --Tran. Ruqiya Hassen,15,CHI,28.35
Yesekwar Himem Meneshaw Mekelakeyaw ens Meftihew,11,FIC,37
Nech Shinkurt -Dr. Kumsa Kebede,1,CHI,30
Kesekwar Beshita Medan Yichalal -Tadesse Gessesse,13,CHI,16
Hulum Beand Tegebar-Tekor Yhikimina Metsihaf - Meaza Menkir,14,CHI,31
Yeqidme Hikimina Erdata - Dr. Natan Muluberhan,6,CHI,50
Gargaarsa Yaala Duraa - Dr Naataan Mulubirhaaniin,15,ICT,50
Yesekuar Besheta Qulf 2/E - Dr. Ruqiya Hassan,84,COM,295
The Sky Is Falling,3,COM,120
Top History G9-10,136,ENI,70
Tower in The Sky,45,AMH,38
The New Guide To Secondary School History G9-10,0,AMH,45
Documenting the Ethiopan Student Movement,0,AMH,38
Royal History G 11-12,0,ICT,60
Yewegena Dersetochena YeTarich Ewnetoch,0,MAT,45
Etege Tayitu,0,CHI,35
Zemen Teshagari Bale Weleta,0,CHI,35
Q.H. Selasse/Harer Yetor Akadami 1950-1969EC,0,CHI,35
Yedereskubet Kefil 1,0,Research,39.5
Yedereskubet Kifel 2,0,LAW,50.7
Be1928 a.m Ethiopia BeEtalia Mewerer,0,REL,280
Wazema,0,LAN,50
test002,0,LAW,40.5
Tezetana Masetawesha BeEthiopia,0,PSY,16
YeRaya Hizeb Yemanente TeYaqe ....KAtse Yohannes 4gna Eske Ehadig,0,CHI,24
YeEthiopia Yegebar Sereatena Jemere Kapitalizem 1900-1966EC,0,REL,28.5
The African Quest,0,POL,18
Gada System,0,HIS,33
Gada,0,PSY,35
Ethiopia Yebahir Teruwana Bahir Hayluwa,0,PSY,25
Yezemenat Tarik,0,ART,80
Rambo,0,FIC,60
No More Thirst: The Citizena of The Nile,0,ENI,1485
Kudhaama Seenaa,0,CHI,24
THE ITALO-ETHIOPIAN WAR OF 1887-1896 FROM DOGALI TO ADWA,0,Research,25
Tezeta Lemetasbiya,0,AGR,1485
Atse Minilik Bewech Agerat Yetetsatsafut Debdabewoch,0,FIC,35
History Text G12,0,POE,20
Abacostir,0,REL,130
Ytesereqe Hilm,0,PHL,30.45
Adolf Hitler Yenazi Parti 1889-1933 Kits 1,0,REL,120
Neber K. 1,0,CHI,25.4
Ilaalcha Oromoo,8,REL,70
Atse Minilik Behager West Yetetsatsafut Debdabewoch,0,REL,50
Atse Minilik Ena Yeadwa Del,0,AUT,60
A History of Modern Ethiopia,24,GEN,25
Operatin Solomon Yaltenegerew Mestir,0,FIC,45
Wore Negari,0,FIC,65
E.H.A.S,0,DIC,110
YeEthiopia Tarik YeAtse Suseneyos (1597-1625),0,HIS,270
Mesrach KeEnate Ethiopia LeEthiopia Lejoch,0,HIS,100
YeEthiopia Tarik Kmejemeria eske Ahunu Zemen,3,BUS,60
Atse Tewodros Yetensae Semaetat,0,COM,400
Talaqu Sera,0,ECO,1190
Teferi Mekonin Rezhimu ye Seltan Guzo,0,ECO,2085
The Quest for Socialist Utopia,9,ECO,950
Dandi Ynegaso Menged -Daniel Tefera 4th Ed.,6,ECO,1350
YeAbaye Guwada,0,ECO,95
"The history of Rasselas, Prince Of Abyssinia",0,ECO,80
Social Hierarchy Status and Life of the Manas in Dawuro South-West Ethiopia,31,ECO,950
Alemayehu Tewodros prince of Ethiopia,0,ECO,870
Shelematu,0,COM,1485
Wax & Gold Traditional & Innovation in Ethiopian Culture,0,COM,1785
Aseb Qey Bahirna Wedebachin Beziyan Gize -Yohannis Tefera,35,STO,7
Romnn Yewerere Gegena,0,CHI,20.35
Osama Bin Ladene (T),0,SOC,50
Seweyew Man New ?,0,POE,14
Tizitaye Selerase Ye Mastawsa 1891-1923,0,CHI,50
The Plot to Kill Graziani,113,GEN,81
Ethiopiana Ethiopiawinet 3gna Metsehaf,0,FIC,40
Seenaa Eenyummaa Oromoo,6,PSY,30
test,0,POE,30
Qegn Geta Yofitawi Nigusse,102,FIC,150
Yetahesasu Geregerna Mezezu,168,SOC,345
Readings On The Ethiopian Economy,0,STO,7
Atlas of The Potential Vegetation of Ethiopia,0,PSY,100
Rat Ena Mare,0,FIC,105
YeEthiopia Tarik Ke Emam Ahmed Eske Atse Tewodros,0,FIC,150
YeAba Teqlil Atse Haile Selasse Zemene Mengist,0,GEO,48
YeEretria Guday 1941-1963 GC,0,REL,90
Sele Bechegna Zereyawoch Mensiae,5,FIC,150
YeTeqilay Minister Aklilu Habte Weled Zena Mewaleh,0,PSY,81
YeEthiopia YeMusica Niguse Tilahun Gessese 1933-2001,0,DIC,178
YeEthiopia Tarik Etaliya Be Ethiopia ...Gonder(1927-1934),0,CHI,25.4
YEthiopia Tarik ( 19gnaw-20gnaw K.Z),0,CHI,36
Atse Tewodros Chama Albaw Niguss,0,FIC,120
Hagere Habeshana Yesegelew Abeyote,0,AMH,97
Atse Tewodros II,0,REL,33
YeGojame Tewiled BeMulu keAbay Eske Abay,0,REL,150
Ethiopia Tarik Tereketena Tarikachin,0,AMH,110
YeRaya Hizb Bahale Ena Tarik,0,PHL,65
Nayel Tarikawina Lematawi Getsitawoch...,0,CHI,35.7
YEthiopia Tarik (k.k.l.b-1993),0,CHI,29
YeEthiopia YeMekera Sereatena YeEretria Teyaqe ---Lapiso Dilebo(pf.),12,PSY,200
Imame Ahmed Ebrahin (Ahmd Graneg),0,CHI,35
Melka Sebhat,0,FIC,150
Yeatse Menilek Yegil Hakim,10,ECO,215
YeEthiopia Tarik KeAtse Tewodros eske Qedamawi Haile Selassie,4,CHI,35
Sele Hager,0,CHE,89
Ethiopia And The Red Sea,0,BIO,80
Top History G11-12,0,BIO,70
YeHabesha Gebedu,0,BIO,89
Royal History G9-10,0,CHE,70
Tikur Anbesa,0,CHE,89
Yeqedamawi H/Selasse Mengist,0,CHE,70
Atse Tewodros Yzemenawituwa Ethiopia Abat,0,POL,1650
Yoromo Hizb Tarik --Negaso(Dr.),0,ENG,53
YeEthiopia Yetarik Meneshana Hidet k15000aa...2gna Tinat,0,ENG,65
YeEthiopia Yetarik Meneshana Hidet k15000aa.1gna Tinat,0,ENG,70
Yeasimba Fiqer,0,CHI,24
Yeqedemow Tor 1927-1083,0,Marketing,750
Yetarik Ashara,7,MAT,65
Oromo Wisdom in Black Civilization,0,MAT,95
Foundations of an African Civilisation - David W Phillipson,32,MAT,60
YeEthiopiawinetena Yeamaranet Meleyawoch Heber -Zelalem Qomilachew,0,MAT,95
Kederg Mahder,2,ECO,285
Abeto Eyasu Anesasena Awedadeq,0,PHY,426
A History of Political Thought -2nd Mukherjee,1,PHY,80
Tarikawi Mezgbe-Seb Q.2,0,PHY,120
Tarikawi Mezgbe-Seb Q.1,0,AGR,520
Talalaqochu Deraseyan,0,AGR,0
YeEthiopia Tarik,0,ENG,26
The Victory of Adowa,110,CHE,1050
Yemot Gozo,0,FIC,20
Ye Atse Haileselasie Tarik,0,CHI,35
Yzemenawi Witidirna Abate M/G/Mulugeta Buli 1906-1353,41,ECO,1485
Mama Besemay,0,Ban,375
YeEthiopia Y5shi Amet Tarik Kenoh eske Ehadig M1 - Fisiha Yaze,10,MGT,120
Yeethiopia Y5shi Amet Tarik Kaltezmrelet Eyasu eske Tezemerelet Ehadig M2 - Fisiha Yaze,0,PSY,85
Atse Minilik -Powlos Gnogno,13,PHL,40
Yesidetachin Tewista - Tesfaye Zerfu,17,LAN,65
The Massacre of Debre Libanos Ethiopia 1937,6,FIC,120
YeEthiopiana YeEngliz Somaliland YeWesen Mekakel Tarik,43,Technology,150
Baytewaru Negus,23,FIC,120
Yealem Tarik,0,FIC,30
Yeseqoqa Zemen,3,PSY,40.6
And Lenatu -Abe Gubgna,0,SOC,250
Etege Tayitu Tarikawi Tewenet,0,SOC,135
Ethiopiana Talaquwa Biritania,0,HEL,120
Islam Yesterday and Today,57,PSY,325
Tilikuwa Ethiopia Yebuzu Negedoch Mahibereseb,0,GEN,400
Keatse Minilik Serawit Gar,0,LAW,200
Questions About the Kibre Negest,0,GEN,80
Yeethiopia Tarik ke1847 Eske1983,0,GEN,250
Deqiqe Estifanos - Getachew Haile,120,DIC,9
The Horn Of Africa,0,Chart,35
Yeoromo yemanente Tarik,0,CHI,30
YeEthiopiana YeEritrea Gichit Menseaena Meftihe,30,STO,10
Yeethiopia Tarik Keatse Libne Dingil -Atse Tewodros,0,CHI,33
Comet History G 9-10,0,CHI,33
Hubannoo Oromoof,0,CHI,30
Yeethiopia Tarik Keqidme Aksum Eske Eihadig Mebacha,0,CHI,26
Amakariw Alfred Eagle Batse Minilik BeteMengist,0,CHI,18
Yoromo Hizb Tarik,0,ENG,20
Extreme History G 9-10,5,CHI,35
Kayehut kmastawisew,0,CHI,39
Pioneers of Change in Ethiopia,42,CHI,39
Yhyagnaw Kifle zemen Mbacha,0,CHI,39
Gofa Bahilna Tariku,15,CHI,39
Comet History Grade 11-12,0,CHI,39
Koliguwam,41,CHI,39
Atse Tewodros Ena Liul Alemayehu Tewodros,0,ENG,120
Extreme History Grade 11-12,86,CHI,32
Qedamawi Haile Selasse 1922-1927,3,Drama,585
Yaltadelech Hager Hizbina Serawit [C] -Wassyihun Nigatu (B.General),0,CHI,12
Ethiopiayawinetin Behasab Liliena Q.2 -Getiye Tirfe [C],18,PSY,169
Michael Niguse Wello Wetigre,0,CHI,10
Anedafeta Lawegachwe,0,Atlas,2100
Habete Aba Mela Ketore Merkonga Eske Agere Merinet,0,ORM,200
Ethiopia Hoy,10,LAN,750
Lemen Ethipiayane Kana,0,SOC,120
Tarike Zemenen Ze Dagemawi Minileke,0,HIS,60
Yeethiopiaya Tarike Bealeka Tekele Eyesuse Wakejera,0,HIS,50
Demystifiying the History of Nile river,45,CHI,15
Wollo Vs Italia,0,REL,33.85
Dagmawi Minilik ena Etege Tayitu,15,ACC,25
Adwa Kewazemash Eske Dil Qenish -Amare Tegbaru (Dr.),0,POE,21
Yeshamelaw Tewled - Fasika Sidelel,0,HEL,59
Ethiopiawiyan Fronoch -Tra Girmaye Kebede,0,STO,7
Yeadwa Dilina Yasgegnachew Witetoch,0,POE,37
Atse Tewodros The Siege of Magdala,0,REL,55
Yoromona Yamara Ewnetgna Minch,21,FIC,55
Ethiopiawinet Asebasabi Maninet beAnd ager lijenet,12,HIS,60
Siwiruna Yaltenegerew YeAyhudawyan ena YeEthiopiawyan Tarik - Fikre Tolossa Jigsa,5,POE,120
Ytizita Feleg,4,PSY,49.6
Ytintuwa Ethiopia Tinsae Tarik,0,POL,36
Yethiopiana Ytalyan Hultgnaw Torinet Tarik,16,HIS,75
"Society, State and History - Bahiru Zewde",174,POL,50
Yegenet Tor Timhirt Bet Tarik 1927-1983,80,POE,40
Y21gnaw Kifle Zemen Msafintna Ethiopian Endhager..,3,PSY,45
Yarebgnoch Jebdu,0,FIC,285
Nigus H/ Silasse ena Yethiopia Ynetsant Tigil,14,CHI,40
Nigist Zewditu Tarikawi Tewnet,40,PSY,18
Kinet Yagenenew Atse,0,FIC,170
Alevarets-Atse Libne Dingil Zemene Mengist k1520-1527 -Terguami Yuna Bogale,0,BUS,36
Yeyasu Bkafa Wegoch Q.1,0,ENI,1275
Hibre Ethiopia k.2,0,Research,400
Yethiopia Liokan Budin Bawropana Mkakelgnaw Misraq-1903 A.M.,0,ENG,40
Tarik Ymitmsekirilin Kassa Gebmareyam,17,ENG,40
Empire and Revelution in Ethiopia,0,ENG,48
YEthiopia Srawit-Kdil wede Widqet(1967-1983)--FAntahun Ayele(Dr.),5,ENG,48
Tiglachin -Mengistu H/Mariam,2,CHI,8
YEthiopia Biheresbochin Ymiglits Tinatawi Mezekir -Fisiha Asfaw(Dr.),0,BIO,60
Koottu-Dhufee,0,ENG,30
Ewnetu Yihe New,20,MAT,82
Talaqu Tiqur -Nigusse Ayele,0,DIC,347
Yetarik Qirtsina Wirs -Abebe Aregay(Ras) - Beatnafseged Yilma,0,GEN,975
Yakorefu Midroch -Wollega ena Gojjam -Tesfaye Demelash,11,PHY,27
The Negus -Angelo Del Boca,0,MAT,100
A History of Ethiopia in Pictures -Last/Pankhurst/Robson,9,GEO,50
Tiwistaye _ M/ General Getachew Gedamu,0,ORM,37
Yoromo Tarik -Aleqa Atsime,0,BIO,90
Sapiens A brief History of Humankind --Yuval Noah Harari (DR),0,BIO,100
Anefuro ---HAbetamu Albachew,0,CHE,85
Fikare Ethiopia q2 Dr. Abinet Sime,0,CHE,75
YEhadig Qulqulet Guzo(2005-2010) -Birhanu Tsegab,0,CHE,98
Merara Ewinet BEthiopia Tarik -Taye Bogale,0,POE,27
YOromo Dimocracy -Asimerome Legesse,0,POE,35
Behager Fikir Guzo -Abiy Birile(Gera),0,POL,150
Atse Tewodros -Powlos Gnogno,21,CHI,35
Abiyotuna Tizitaye -Fisiha Desita(L/Colonel),0,CHI,15
The Ethiopian Revolution -Gebru Tareke,0,HIS,65
Yethiopia ena Ygibts Diplomasiyawi Ginignunet Ktint -Ahun Zemen,0,HIS,121.5
Left To Tell -Immaculee Ilibagiza,7,GEN,60
Yhabesha Masero [c] - Niguse Zeben,19,POL,190
Maychew Ymaychew Zemechana Yguzo Tarik -G/Wold Engidawerq,120,ECO,42
"Haile Sellassies Studests: The Intellectual & Social Background to Revolution, 1952-1974 -Randi Ronning Balsvik",57,SOC,240
Berara qedamit Addis Ababa 1400-1887 - Habtamu Mengiste,28,POE,50.7
Ywelqayet Guday k323a.m-1983a.m -Ashamyeleh Tamiru,0,,45
Ehapa ena Sport - kefil 3 - Genene Mekuria,3,CHI,20
Yethiopia Tarik -Pf.Lapiso Getahun,0,REL,38.5
Lewegenina Leager Kibir -M/G Meried Nigusse ena Ethiopia,3,FIC,25
Ethiopiawinet Behasab Lielina Q.3 -Getiye Tirefe[c],16,HIS,62
Yethiopia Tarik Katse Libnedingil esk Atse Tewodros -Tekle Tsadik Mekoria,0,POL,0.001
Tarikawi Tewinetoch -Tsegaye G/Medhin,2,CHI,45
Yethiopia Tarik KAtse Tewodros eske Qedamawi Haile Silassie -Tekle Tsadik Mekoria,0,FIC,85
Belten Salen [C] -L/Komander Mereba Atomssa,14,PHY,1785
Mezmure Minilik -Dr.Tadele Gedle Tsegaye,3,Chart,35
Emperor Minilik II -Tilahun Tassew,1,CHI,70
Emiye Minilik -Dr.Zekariyas Amdebirhan,0,CHI,25
World History -Ellis Esler,0,COM,750
Qwanqwana Neged BeEthiopia ---Girma Awgichew Demeqe,1,ENI,0
Fashist Taliyanin Yagaletu YEthiopia Diplomatoch Filmiya,0,ENI,1370
Fana Wegi Ylewt Aqenqagnoch Bethiopia - Bahiru Zewde,212,DIC,100
Negre Ethiopia Adisu Hibre Qine - Zeyede G/TSadik,19,POL,130
Yethiopia Tarik Keatse Tewodros Eske Qedamawi Hayle Silase - Tekele Tsadik Mekuriya,0,PSY,120
Zuleyka - Zayed Ebin Esa,12,FIC,19.5
Texbook of Bakery & Confectionery -2nd Yogambal,0,ORM,50
Hospital Information Systems: A Concise Study -Kelkar,1,COM,1050
Feker - Befeker,0,COM,1410
Information Technology /IT/ guide G11-12,33,COM,1870
Information Comm. Technology (ICT) Guide G9-10,0,ENG,1485
Meseretawi Yecomputer Memariya,0,PSY,50
The Independent Magazine on Information and ICT,0,DIC,180
Meseretawi Mobilel Tigena No 1,0,BIG,250
Galaxy Information &Communication Technology G9-10,0,FIC,180
Galaxy Information & Communication Technology G11-12,0,PSY,80
Analysis & Design of Information System,0,ENG,23
Information Technology: Best Practice & Appl.,0,FIC,55.8
Information Com. Tech. Text G11,0,SUB,100
Information Com.Tech. Text G9,0,SUB,175
Information Com. Tech. G10,0,SUB,200
Information Communication Technology Text G12,0,SUB,150
Yemobile Tigena K2,0,SUB,100
Information Communication Technology Text G10,0,SUB,175
"INTRODUCTION TO INFORMATION TECHNOLOGY, 3/E RAJARAMAN",5,SUB,200
INDUSTRIAL ERGONOMICS KHAN,5,SUB,150
"INTRODUCTION TO INDUSTRIAL ORGANIZATION, 2/E CABRAL",5,SUB,100
PRODUCTION and OPERATIONS MANAGEMENT - 3E - PANNEERSELVAM,27,SUB,175
THE THEORY OF INDUSTRIAL ORGANIZATION TIROLE,5,SUB,200
"TRAINING FOR LIFE &LEADERSHIP IN INDUSTRY, 4/E(REV) McGRATH",5,SUB,150
"PRODUCTION AND OPERATIONS MANAGEMENT, 2E - KHANNA",2,ORM,30
"Information Sources, Services and Systems - Singh",41,PHY,1870
Data Mining Next Generation Challenges & Future Directions -Kargupta /Joshi,0,COM,85
Inventing the Medium Principles of Interaction Design As A Cultural Practice - Murray,11,COM,56
Tegbarawi Yeferensaygna Nigigir Memaria,0,COM,79.5
Tegbarawi yeferensayegna Quwanquwa Memariya,0,COM,56
Huda Arabic In Amharic And English,0,COM,56
Englizegna Begele,0,COM,56
Hora Obaa,0,HIS,35
Amharic for Foreign,0,COM,445
